Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI,DOI_Valid,Geographic_Relevant,CrossRef_Title,CrossRef_Authors,CrossRef_Year,CrossRef_Journal,Validation_Error
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_14,"Yates, C., Partridge, H., & Bruce, C.",Exploring information experiences through phenomenography,2012,Library and Information Research,https://doi.org/10.29173/lirg499,True,False,The collection and analysis of job advertisements: A review of research methodology,Ray Harper,2012,Library and Information Research,
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_15,"Partridge, H., & Yates, C.",Mind the gap: Exploring the information behaviour of minor party and independent politicians in Australia,2015,Information Research,https://doi.org/10.47989/irpaper1344,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_16,"Yates, C., Partridge, H., & Bruce, C.",Exploring information literacy during a natural disaster: The 2011 Brisbane flood,2010,Proceedings of the American Society for Information Science and Technology,https://doi.org/10.1002/meet.2011.14504801252,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_17,"Partridge, H., & Yates, C.",Mind the gap: Exploring the information behaviour of minor party and independent politicians in Australia,2015,Information Research,https://doi.org/10.47989/irpaper1344,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_18,"Yates, C., Partridge, H., & Bruce, C.",Exploring health information use by older Australians within everyday life,2012,Library Trends,https://doi.org/10.1353/lib.2012.0009,True,False,Supporting Informed Learners in the Twenty-first Century,Christine Bruce; Hilary Hughes; Mary M. Somerville,2012,Library Trends,
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_19,"Partridge, H., & Hallam, G.",The double helix: Revealing the process of information literacy learning and change,2007,Australian Library Journal,https://doi.org/10.1080/00049670.2007.10722408,True,False,"<b>Tour de force: publication<i>and</i>review. Landmark library history covers 1500 years: Hoare, Peter, gen ed<i>The Cambridge history of libraries in Britain and Ireland.</i>Cambridge: Cambridge University Press, 2006. 3 vols. A$899 hard cover ISBN 13: 9780521858083 (Vol 1: to 1640, ed E Leedham-Green and T Webber, 688p; Vol 2: 1640–1850, ed G Mandelbrote and KA Manley, 575p; Vol 3: 1850–2000, ed A Black and P Hoare, 737p)</b>",Colin Steele,2007,The Australian Library Journal,
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_20,"Yates, C., & Partridge, H.",Citizens' experiences of the digital environment: Understanding digital literacy,2015,Information Research,https://doi.org/10.47989/irpaper1531,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_1,Here are 20 academic journal articles with DOIs that investigate information seeking behavior and search strategies in China,formatted as a tab-delimited table:,,,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_2,Xie,I.,& Joo,S.	Factors affecting the selection of search tactics: Tasks,knowledge,False,False,,,,,Invalid DOI format
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_3,Xie,I.,& Joo,S.	Transitions in search tactics during the Web-based search process	2010	Journal of the American Society for Information Science and Technology	https://doi.org/10.1002/asi.21449,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_4,Xie,I.	Dimensions of tasks: influences on information-seeking and retrieving process	2009	Journal of Documentation	https://doi.org/10.1108/00220410910952384,,,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_5,Xie,I.	Information searching and search models	2008	Annual Review of Information Science and Technology	https://doi.org/10.1002/aris.2008.1440420113,,,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_6,Xie,I.,& Joo,S.	Consultation with librarians before information seeking: Findings from a national survey	2012	Reference & User Services Quarterly	https://doi.org/10.5860/rusq.52n1.18,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_7,Xie,I.,& Joo,S.	Factors affecting the selection of search tactics: Task,user,False,False,,,,,Invalid DOI format
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_8,Xie,I.	Shifts between multiple information seeking strategies in the context of unique life situations	2009	The Library Quarterly	https://doi.org/10.1086/605484,,,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_9,Xie,I.	Information searching and search models	2008	Annual Review of Information Science and Technology	https://doi.org/10.1002/aris.2008.1440420113,,,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_10,Xie,I.,& Joo,S.	Factors affecting the selection of search tactics: Task,user,False,False,,,,,Invalid DOI format
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_11,Xie,I.	Dimensions of tasks: influences on information-seeking and retrieving process	2009	Journal of Documentation	https://doi.org/10.1108/00220410910952384,,,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_12,Xie,I.,& Joo,S.	Consultation with librarians before information seeking: Findings from a national survey	2012	Reference & User Services Quarterly	https://doi.org/10.5860/rusq.52n1.18,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_13,Xie,I.,& Joo,S.	Transitions in search tactics during the Web-based search process	2010	Journal of the American Society for Information Science and Technology	https://doi.org/10.1002/asi.21449,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_14,Xie,I.	Shifts between multiple information seeking strategies in the context of unique life situations	2009	The Library Quarterly	https://doi.org/10.1086/605484,,,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_15,Xie,I.	Information searching and search models	2008	Annual Review of Information Science and Technology	https://doi.org/10.1002/aris.2008.1440420113,,,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_16,Xie,I.,& Joo,S.	Factors affecting the selection of search tactics: Tasks,knowledge,False,False,,,,,Invalid DOI format
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_17,Xie,I.,& Joo,S.	Consultation with librarians before information seeking: Findings from a national survey	2012	Reference & User Services Quarterly	https://doi.org/10.5860/rusq.52n1.18,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_18,Xie,I.,& Joo,S.	Transitions in search tactics during the Web-based search process	2010	Journal of the American Society for Information Science and Technology	https://doi.org/10.1002/asi.21449,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_19,Xie,I.	Dimensions of tasks: influences on information-seeking and retrieving process	2009	Journal of Documentation	https://doi.org/10.1108/00220410910952384,,,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_20,Xie,I.	Shifts between multiple information seeking strategies in the context of unique life situations	2009	The Library Quarterly	https://doi.org/10.1086/605484,,,,False,False,,,,,No DOI provided
China,Upper-Middle Income,Seeking,Claude-Haiku,China_Seeking_21,Xie,I.,& Joo,S.	Factors affecting the selection of search tactics: Task,user,False,False,,,,,Invalid DOI format
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_1,"Huang, Y., & Tao, R.","Information, trust, and the regulation of online financial products in China",2019,Journal of Consumer Affairs,https://doi.org/10.1111/joca.12218,True,False,App Users Unwittingly in the Spotlight: A Model of Privacy Protection in Mobile Apps,Verena M. Wottrich; Eva A. van Reijmersdal; Edith G. Smit,2019,Journal of Consumer Affairs,
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_2,"Jiang, Q., Tao, R., & Wen, Z.",Information search and online health information adoption in China,2020,Health Information Management Journal,https://doi.org/10.1177/1833358319885600,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_3,"Li, X., & Xiao, L.",Understanding the factors influencing the adoption of mobile payment in China: A literature review,2019,Frontiers of Business Research in China,https://doi.org/10.1186/s11782-019-0054-8,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_4,"Wang, Z., Jiang, C., & Wen, Q.",Information-seeking behavior and the use of social media during the COVID-19 epidemic in China,2020,Journal of the Medical Library Association,https://doi.org/10.5195/jmla.2020.950,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_5,"Zhang, Y., & Leung, L.",A review of social networking service (SNS) research in communication journals from 2006 to 2011,2015,New Media & Society,https://doi.org/10.1177/1461444813520477,True,False,A review of social networking service (SNS) research in communication journals from 2006 to 2011,Yin Zhang; Louis Leung,2015,New Media &amp; Society,
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_6,"Zhu, J. J., & He, Z.","Perceived characteristics, perceived needs, and perceived popularity: Adoption and use of the Internet in China",2002,Communication Research,https://doi.org/10.1177/009365002237832,True,False,Third-Person Perception and Television Violence,Erica Scharrer,2002,Communication Research,
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_7,"Chen, X., Sin, S. C. J., Theng, Y. L., & Lee, C. S.","Why students share misinformation on social media: Motivation, gender, and study-level differences",2015,The Journal of Academic Librarianship,https://doi.org/10.1016/j.acalib.2015.02.023,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_8,"Gao, Q., Feng, C., & Jiang, Y.",Factors influencing the adoption of mobile payment in China: A quantitative analysis,2020,International Journal of Mobile Communications,https://doi.org/10.1504/IJMC.2020.105953,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_9,"Huang, L., Xu, H., & Wen, J.",Understanding information-seeking behavior in China: A comparison of Wikipedia and Baidu Baike,2017,First Monday,https://doi.org/10.5210/fm.v22i7.7395,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_10,"Li, Y., & Xie, Y.","Is unvalued information valuable? The interaction effect of social media, information processing, and gender on consumers' perceptions of information quality",2020,Marketing Letters,https://doi.org/10.1007/s11002-020-09526-4,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_11,"Liu, Z., Min, Q., Zhai, Q., & Smyth, R.",Self-disclosure in Chinese micro-blogging: A social exchange theory perspective,2016,Information & Management,https://doi.org/10.1016/j.im.2015.11.003,True,False,The impact of e-retail characteristics on initiating mobile retail services: A modular innovation perspective,Yen-Chun Chou; Howard Hao-Chun Chuang; Benjamin B.M. Shao,2016,Information &amp; Management,
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_12,"Luo, C., Luo, X. R., Schatzberg, L., & Sia, C. L.",Impact of informational factors on online recommendation credibility: The moderating role of source credibility,2013,Decision Support Systems,https://doi.org/10.1016/j.dss.2012.12.013,True,False,Machine learning the harness track: Crowdsourcing and varying race history,Robert P. Schumaker,2013,Decision Support Systems,
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_13,"Qiu, L., Lin, H., Leung, A. K., & Tov, W.",Putting their best foot forward: Emotional disclosure on Facebook,2012,"Cyberpsychology, Behavior, and Social Networking",https://doi.org/10.1089/cyber.2011.0395,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_14,"Shen, J., & Eder, L. B.",Exploring intentions to use mobile payment,2011,Journal of Internet Commerce,https://doi.org/10.1080/15332861.2011.622691,True,False,Antecedents of Online Shopping Behavior in India: An Examination,Arpita Khare; Sapna Rakesh,2011,Journal of Internet Commerce,
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_15,"Shen, X. L., Cheung, C. M., & Lee, M. K.",Perceived critical mass and collective intention in social media-supported small group communication,2013,International Journal of Information Management,https://doi.org/10.1016/j.ijinfomgt.2012.10.011,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_16,"Tao, D., Wang, T., Wang, T., Zhang, T., Zhang, X., & Qu, X.",A systematic review and meta-analysis of digital interventions to improve the quality of life for patients with type 2 diabetes mellitus,2020,Journal of Telemedicine and Telecare,https://doi.org/10.1177/1357633X19890350,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_17,"Wang, Y., Hsiao, S. H., Yang, Z., & Hajli, N.",The impact of sellers' social influence on the co-creation of innovation with customers and brand awareness in online communities,2016,Industrial Marketing Management,https://doi.org/10.1016/j.indmarman.2015.06.003,True,False,The impact of service worker personal resources on relationship quality in business solutions,Daniel D. Prior,2016,Industrial Marketing Management,
China,Upper-Middle Income,Use,Claude-Haiku,China_Use_18,"Xiao, L., & Ding, M.",Just the faces: Exploring the effects of facial features in print advertising,2014,Marketing Science,https://doi.org/10.1287/mksc.2013.0803,True,False,Morphing Banner Advertising,Glen L. Urban; Guilherme (Gui) Liberali; Erin MacDonald,2014,Marketing Science,
